Transaction Number,Date,Quantity,Product,CommissionType,Value,Status,Total,SellerId
mtl-13372,2022-08-23 10:52,2,Tablet,Silver,3,Processing,$619.98,30034
mtl-13373,2022-11-14 21:25,4,Wireless Video Streaming Device,Bronze,2,Paid,$300.00,29921
mtl-13374,2023-02-02 7:59,3,Wireless Video Streaming Device,Bronze,2,Processing,$225.00,29998
mtl-13375,2022-05-30 23:34,5,Wireless Home Security System,Gold,4,Paid,"$1,299.95",649
mtl-13376,2022-06-13 11:16,1,Wireless Charger,Silver,3,Processing,$25.00,349
mtl-13377,2022-01-02 0:26,3,Network Switch,Bronze,2,Paid,$479.97,596
mtl-13378,2022-07-27 17:12,2,Wireless Home Security System,Silver,3,Paid,$519.98,343
mtl-13379,2022-01-27 22:24,1,Bluetooth Speaker,Gold,4,Pending,$59.99,695
mtl-13380,2022-12-31 20:27,4,Smart Home Thermostat,Gold,4,Processing,$839.96,29867
mtl-13381,2022-08-13 13:01,5,Wireless Video Streaming Device,Bronze,2,Paid,$375.00,165
mtl-13382,2023-02-24 14:19,1,Tablet,Bronze,2,Paid,$309.99,563
mtl-13383,2022-07-22 14:07,2,Satellite Dish,Gold,4,Paid,$319.98,30061
mtl-13384,2022-04-13 11:25,4,Smart Home Camera,Bronze,2,Processing,$439.96,30110
mtl-13385,2023-04-06 8:07,4,Wireless Charger,Gold,4,Paid,$100.00,29653
mtl-13386,2022-02-27 7:49,3,Antenna,Gold,4,Pending,$179.97,30115
mtl-13387,2022-04-01 19:30,2,Wireless Home Security System,Gold,4,Processing,$519.98,29510
mtl-13388,2022-05-11 21:04,4,Wireless Speaker,Bronze,2,Pending,$300.00,29536
mtl-13389,2022-04-01 22:02,2,Tablet,Bronze,2,Pending,$619.98,698
mtl-13390,2022-10-05 18:31,5,Smart Home Camera,Silver,3,Processing,$549.95,29860
mtl-13391,2022-01-09 5:02,3,Wireless Access Point,Silver,3,Pending,$225.00,253
mtl-13392,2022-12-27 4:25,2,Wireless Range Extender,Bronze,2,Paid,$150.00,2
mtl-13393,2022-09-17 22:03,1,Laptop,Bronze,2,Paid,$809.99,38
mtl-13394,2022-08-08 16:09,5,Wireless Headphones,Gold,4,Pending,$375.00,685
mtl-13395,2022-02-15 10:12,5,Smart Home Appliance,Bronze,2,Pending,"$1,299.95",29957
mtl-13396,2023-01-29 13:18,5,Fiber Optic Modem,Bronze,2,Paid,$799.95,29502
mtl-13397,2022-10-01 2:55,3,Smart Home Thermostat,Gold,4,Processing,$629.97,444
mtl-13398,2022-02-26 7:55,1,Bluetooth Speaker,Silver,3,Processing,$59.99,444
mtl-13399,2022-12-03 16:19,2,Smartphone,Gold,4,Pending,"$1,019.98",609
mtl-13400,2022-09-17 18:08,2,Smart Home Thermostat,Silver,3,Processing,$419.98,30080
mtl-13401,2022-09-02 11:05,4,Wireless Home Automation System,Gold,4,Processing,"$2,039.96",257
mtl-13402,2023-02-15 6:35,5,Wireless Charger,Gold,4,Processing,$125.00,29908
mtl-13403,2023-01-22 10:56,3,Wireless Keyboard,Bronze,2,Pending,$179.97,679
mtl-13404,2023-02-28 15:34,1,Smart TV,Silver,3,Pending,$509.99,641
mtl-13405,2022-09-24 0:10,3,DSL Modem,Silver,3,Processing,$225.00,29941
mtl-13406,2022-11-03 10:55,4,Smart Home Camera,Bronze,2,Paid,$439.96,336
mtl-13407,2022-05-15 16:09,3,Wireless Printer,Silver,3,Paid,$225.00,545
mtl-13408,2022-03-20 17:59,3,Satellite Radio,Bronze,2,Processing,$329.97,238
mtl-13409,2023-01-01 12:47,4,Fiber Optic Modem,Gold,4,Pending,$639.96,29623
mtl-13410,2022-12-02 15:55,2,Wireless Video Game Console,Gold,4,Paid,$619.98,580
mtl-13411,2022-04-14 13:43,4,Smart Home Door Lock,Gold,4,Pending,$639.96,29998
mtl-13412,2022-09-06 18:49,3,Smart Home Camera,Bronze,2,Paid,$329.97,29527
mtl-13413,2022-04-06 0:52,4,Antenna,Bronze,2,Pending,$239.96,29948
mtl-13414,2022-02-17 22:07,1,Tablet,Silver,3,Paid,$309.99,30028
mtl-13415,2022-02-21 4:34,4,Smart Home Sensor,Silver,3,Processing,$239.96,29924
mtl-13416,2022-07-26 21:06,1,Wireless Speaker,Bronze,2,Pending,$75.00,560
mtl-13417,2022-08-05 12:15,4,Wireless Video Streaming Device,Silver,3,Paid,$300.00,29616
mtl-13418,2022-02-15 1:26,2,Smart Home Hub,Gold,4,Paid,$219.98,29521
mtl-13419,2023-04-07 6:04,2,Tablet,Gold,4,Pending,$619.98,418
mtl-13420,2022-05-18 19:05,2,Wireless Speaker,Gold,4,Pending,$150.00,401
mtl-13421,2022-08-30 7:55,3,Wireless Microphone,Silver,3,Processing,$179.97,10
mtl-13422,2022-05-09 8:59,1,Smart TV,Silver,3,Paid,$509.99,29616
mtl-13423,2022-10-17 6:22,4,Wireless Video Streaming Device,Gold,4,Processing,$300.00,696
mtl-13424,2022-08-13 3:49,5,Laptop,Gold,4,Paid,"$4,049.95",30117
mtl-13425,2022-04-07 16:53,5,Wireless Home Security System,Gold,4,Paid,"$1,299.95",29910
mtl-13426,2022-09-26 8:15,3,Smartwatch,Silver,3,Processing,$629.97,29636
mtl-13427,2022-11-19 11:18,1,Wireless Video Game Console,Bronze,2,Processing,$309.99,29778
mtl-13428,2022-03-01 16:53,4,DSL Modem,Silver,3,Paid,$300.00,29800
mtl-13429,2022-10-05 20:31,4,Wireless Charger,Gold,4,Pending,$100.00,650
mtl-13430,2023-01-06 8:42,5,Wireless Keyboard,Silver,3,Processing,$299.95,574
mtl-13431,2022-01-26 18:59,1,Smart Home Thermostat,Gold,4,Processing,$209.99,29813
mtl-13432,2022-04-04 17:46,5,Smart Home Security System,Silver,3,Pending,"$2,549.95",29524
mtl-13433,2023-01-18 12:38,3,Smartwatch,Silver,3,Pending,$629.97,697
mtl-13434,2023-04-07 9:40,2,Fiber Optic Modem,Gold,4,Processing,$319.98,437
mtl-13435,2022-08-21 3:39,5,Wireless Router,Bronze,2,Processing,$299.95,29557
mtl-13436,2022-09-21 2:31,1,VoIP Phone,Silver,3,Pending,$159.99,235
mtl-13437,2022-06-20 16:02,5,IP Camera,Gold,4,Processing,"$1,049.95",30080
mtl-13438,2022-03-02 10:18,1,Wireless Range Extender,Silver,3,Pending,$75.00,30037
mtl-13439,2022-02-02 23:37,3,Wireless Router,Bronze,2,Pending,$179.97,184
mtl-13440,2022-02-07 19:23,2,Smartwatch,Bronze,2,Pending,$419.98,150
mtl-13441,2022-12-30 18:42,5,Streaming Media Player,Silver,3,Pending,$375.00,275
mtl-13442,2023-01-26 12:56,4,Smart Home Hub,Bronze,2,Paid,$439.96,29921
mtl-13443,2022-07-25 11:50,3,Wireless Video Streaming Device,Gold,4,Paid,$225.00,29816
mtl-13444,2023-01-19 2:04,1,Smart Home Door Lock,Gold,4,Paid,$159.99,29753
mtl-13445,2022-08-30 21:48,4,Cable TV Box,Bronze,2,Pending,$439.96,604
mtl-13446,2023-04-12 8:48,1,Bluetooth Speaker,Silver,3,Processing,$59.99,111
mtl-13447,2022-04-03 5:00,5,Satellite Phone,Gold,4,Processing,"$1,299.95",30083
mtl-13448,2022-11-11 4:43,3,Antenna,Gold,4,Processing,$179.97,29605
mtl-13449,2022-02-16 11:54,3,Cable TV Box,Silver,3,Paid,$329.97,336
mtl-13450,2022-07-27 17:30,3,Smart Home Lighting,Bronze,2,Paid,$225.00,29736
mtl-13451,2023-02-16 2:47,2,Tablet,Silver,3,Processing,$619.98,112
mtl-13452,2023-02-11 2:19,5,Wireless Printer,Gold,4,Pending,$375.00,30104
mtl-13453,2022-12-26 9:37,1,Smartwatch,Gold,4,Paid,$209.99,29938
mtl-13454,2022-11-12 2:26,5,Wireless Home Security System,Silver,3,Paid,"$1,299.95",545
mtl-13455,2022-06-23 7:52,3,Wireless Home Automation System,Silver,3,Paid,"$1,529.97",362
mtl-13456,2022-09-29 2:12,1,Wireless Mouse,Silver,3,Paid,$25.00,288
mtl-13457,2022-12-21 23:19,3,Wireless Video Game Console,Silver,3,Paid,$929.97,425
mtl-13458,2022-12-30 15:02,2,Wireless Home Network System,Bronze,2,Paid,$319.98,29741
mtl-13459,2023-01-20 4:35,3,Wireless Game Controller,Silver,3,Paid,$179.97,30024
mtl-13460,2022-08-08 1:17,2,Antenna,Silver,3,Paid,$119.98,29770
mtl-13461,2023-03-19 17:27,4,Satellite Radio,Bronze,2,Pending,$439.96,29957
mtl-13462,2022-03-23 4:04,2,Wireless Headphones,Bronze,2,Pending,$150.00,30008
mtl-13463,2022-07-02 22:50,1,Wireless Speaker,Gold,4,Pending,$75.00,426
mtl-13464,2022-01-18 1:52,1,Smart Home Sensor,Silver,3,Paid,$59.99,478
mtl-13465,2022-02-11 1:11,1,Wireless Backup Drive,Silver,3,Paid,$159.99,570
mtl-13466,2022-01-11 11:50,3,VoIP Phone,Silver,3,Paid,$479.97,29550
mtl-13467,2022-04-16 3:38,5,Tablet,Bronze,2,Processing,"$1,549.95",29502
mtl-13468,2022-06-16 7:02,1,Satellite Phone,Bronze,2,Pending,$259.99,29967
mtl-13469,2023-02-08 23:45,2,Antenna,Gold,4,Pending,$119.98,552
mtl-13470,2022-09-09 10:08,3,DSL Modem,Bronze,2,Paid,$225.00,29536
mtl-13471,2022-07-25 6:56,2,Wireless Mouse,Silver,3,Paid,$50.00,698
mtl-13472,2022-11-23 13:14,3,Wireless Video Streaming Device,Gold,4,Pending,$225.00,448
mtl-13473,2022-01-07 9:52,2,Smart Home Lighting,Bronze,2,Pending,$150.00,30083
mtl-13474,2022-05-25 9:59,2,VoIP Phone,Bronze,2,Paid,$319.98,613
mtl-13475,2022-08-24 13:24,1,Satellite Phone,Silver,3,Pending,$259.99,29770
mtl-13476,2022-01-29 1:46,5,Wireless Home Security System,Silver,3,Paid,"$1,299.95",29655
mtl-13477,2022-10-01 16:22,3,Fiber Optic Modem,Silver,3,Paid,$479.97,498
mtl-13478,2022-11-02 23:36,3,Wireless Security System,Gold,4,Paid,$479.97,29937
mtl-13479,2022-04-12 2:20,1,Smartwatch,Bronze,2,Paid,$209.99,430
mtl-13480,2022-09-19 9:03,1,Smart Home Appliance,Silver,3,Processing,$259.99,182
mtl-13481,2022-09-05 0:18,3,Wireless Printer,Silver,3,Pending,$225.00,29818
mtl-13482,2022-11-16 8:06,4,Satellite Dish,Bronze,2,Paid,$639.96,29655
mtl-13483,2022-10-18 4:20,3,Wireless Network Adapter,Silver,3,Processing,$179.97,29566
mtl-13484,2022-12-10 23:09,5,Wireless Storage Device,Silver,3,Paid,"$1,049.95",97
mtl-13485,2022-10-24 6:35,2,Desktop Computer,Bronze,2,Pending,"$2,019.98",502
mtl-13486,2022-12-07 8:11,5,Cable TV Box,Bronze,2,Paid,$549.95,259
mtl-13487,2022-01-19 4:13,4,Smartphone,Gold,4,Pending,"$2,039.96",235
mtl-13488,2022-11-21 6:07,2,Wireless Mouse,Gold,4,Processing,$50.00,280
mtl-13489,2022-07-17 20:40,5,Smart Home Appliance,Bronze,2,Processing,"$1,299.95",219
mtl-13490,2022-11-15 13:44,5,Fiber Optic Modem,Silver,3,Processing,$799.95,695
